,layer1
2016-12-22,0.33208
2016-12-23,0.33038
2016-12-24,0.32866
2016-12-25,0.32709
2016-12-26,0.32559
2016-12-27,0.32433
2016-12-28,0.32316
2016-12-29,0.32244
2016-12-30,0.32184
2016-12-31,0.3214
2017-01-01,0.32041
2017-01-02,0.32008
2017-01-03,0.31963
2017-01-04,0.31909
2017-01-05,0.31853
2017-01-06,0.31813
2017-01-07,0.3181
2017-01-08,0.31793
2017-01-09,0.31955
2017-01-10,0.32323
2017-01-11,0.32248
2017-01-12,0.32131
2017-01-13,0.31985
2017-01-14,0.318
2017-01-15,0.3164
2017-01-16,0.31577
2017-01-17,0.31449
2017-01-18,0.31368
2017-01-19,0.31295
2017-01-20,0.31309
2017-01-21,0.31358
2017-01-22,0.31553
2017-01-23,0.31524
2017-01-24,0.31499
2017-01-25,0.31406
2017-01-26,0.3126
2017-01-27,0.31241
2017-01-28,0.31158
2017-01-29,0.31137
2017-01-30,0.31064
2017-01-31,0.31071
2017-02-01,0.31022
2017-02-02,0.30956
2017-02-03,0.30932
2017-02-04,0.30879
2017-02-05,0.30791
2017-02-06,0.30715
2017-02-07,0.32346
2017-02-08,0.33922
2017-02-09,0.38107
2017-02-10,0.41853
2017-02-11,0.40967
2017-02-12,0.39214
2017-02-13,0.38146
2017-02-14,0.37415
2017-02-15,0.36876
2017-02-16,0.36556
2017-02-17,0.36512
2017-02-18,0.36642
2017-02-19,0.369
2017-02-20,0.37958
2017-02-21,0.40162
2017-02-22,0.40651
2017-02-23,0.39253
2017-02-24,0.38319
2017-02-25,0.37705
2017-02-26,0.37182
2017-02-27,0.36672
2017-02-28,0.36136
2017-03-01,0.35953
2017-03-02,0.35699
2017-03-03,0.3534
2017-03-04,0.34948
2017-03-05,0.34689
2017-03-06,0.35117
2017-03-07,0.348
2017-03-08,0.34568
2017-03-09,0.34772
2017-03-10,0.35569
2017-03-11,0.38108
2017-03-12,0.37866
2017-03-13,0.3784
2017-03-14,0.37992
2017-03-15,0.39779
2017-03-16,0.40972
2017-03-17,0.41428
2017-03-18,0.41835
2017-03-19,0.41929
2017-03-20,0.42115
2017-03-21,0.42012
2017-03-22,0.42112
2017-03-23,0.42277
2017-03-24,0.40984
2017-03-25,0.40479
2017-03-26,0.4001
2017-03-27,0.39243
2017-03-28,0.39623
2017-03-29,0.38781
2017-03-30,0.39723
2017-03-31,0.41527
2017-04-01,0.41197
2017-04-02,0.4081
2017-04-03,0.40888
2017-04-04,0.39318
2017-04-05,0.38438
2017-04-06,0.37937
2017-04-07,0.3902
2017-04-08,0.41792
2017-04-09,0.41317
2017-04-10,0.39784
2017-04-11,0.39166
2017-04-12,0.38981
2017-04-13,0.40758
2017-04-14,0.40982
2017-04-15,0.39851
2017-04-16,0.39007
2017-04-17,0.39951
2017-04-18,0.40833
2017-04-19,0.42086
2017-04-20,0.40921
2017-04-21,0.40402
2017-04-22,0.39211
2017-04-23,0.39308
2017-04-24,0.40535
2017-04-25,0.41339
2017-04-26,0.41025
2017-04-27,0.409
2017-04-28,0.39532
2017-04-29,0.38816
2017-04-30,0.38305
2017-05-01,0.38317
2017-05-02,0.39901
2017-05-03,0.40274
2017-05-04,0.40248
2017-05-05,0.3994
2017-05-06,0.39423
2017-05-07,0.39832
2017-05-08,0.39299
2017-05-09,0.39327
2017-05-10,0.38929
2017-05-11,0.38563
2017-05-12,0.37964
2017-05-13,0.37316
2017-05-14,0.36345
2017-05-15,0.35962
2017-05-16,0.35632
2017-05-17,0.37474
2017-05-18,0.37083
2017-05-19,0.37607
2017-05-20,0.38072
2017-05-21,0.37826
2017-05-22,0.37492
2017-05-23,0.359
2017-05-24,0.34139
2017-05-25,0.33386
2017-05-26,0.33236
2017-05-27,0.33362
2017-05-28,0.32378
2017-05-29,0.31187
2017-05-30,0.3018
2017-05-31,0.2908
2017-06-01,0.28352
2017-06-02,0.29059
2017-06-03,0.28059
2017-06-04,0.27234
2017-06-05,0.26586
2017-06-06,0.2591
2017-06-07,0.26059
2017-06-08,0.25097
2017-06-09,0.24123
2017-06-10,0.25135
2017-06-11,0.25735
2017-06-12,0.27079
2017-06-13,0.31439
2017-06-14,0.33346
2017-06-15,0.3133
2017-06-16,0.29482
2017-06-17,0.28033
2017-06-18,0.26606
2017-06-19,0.25046
2017-06-20,0.24032
2017-06-21,0.23283
2017-06-22,0.23166
2017-06-23,0.22122
2017-06-24,0.21349
2017-06-25,0.20837
2017-06-26,0.2055
2017-06-27,0.20258
2017-06-28,0.20366
2017-06-29,0.20275
2017-06-30,0.1982
2017-07-01,0.19375
2017-07-02,0.19189
2017-07-03,0.18942
2017-07-04,0.18417
2017-07-05,0.18039
2017-07-06,0.18293
2017-07-07,0.18449
2017-07-08,0.19482
2017-07-09,0.19741
2017-07-10,0.19378
2017-07-11,0.18928
2017-07-12,0.18601
2017-07-13,0.18214
2017-07-14,0.18176
2017-07-15,0.1879
2017-07-16,0.18731
2017-07-17,0.18764
2017-07-18,0.19491
2017-07-19,0.18583
2017-07-20,0.18666
2017-07-21,0.1981
2017-07-22,0.18923
2017-07-23,0.18459
2017-07-24,0.18142
2017-07-25,0.19986
2017-07-26,0.2637
2017-07-27,0.26844
2017-07-28,0.25032
2017-07-29,0.23482
2017-07-30,0.22335
2017-07-31,0.22697
2017-08-01,0.21678
2017-08-02,0.20863
2017-08-03,0.20097
2017-08-04,0.1916
2017-08-05,0.18632
2017-08-06,0.18421
2017-08-07,0.18306
2017-08-08,0.19447
2017-08-09,0.20492
2017-08-10,0.2156
2017-08-11,0.20823
2017-08-12,0.2039
2017-08-13,0.19811
2017-08-14,0.19479
2017-08-15,0.19654
2017-08-16,0.19237
2017-08-17,0.18953
2017-08-18,0.18401
2017-08-19,0.17472
2017-08-20,0.17144
2017-08-21,0.17332
2017-08-22,0.17427
2017-08-23,0.17547
2017-08-24,0.1902
2017-08-25,0.18515
2017-08-26,0.183
2017-08-27,0.17983
2017-08-28,0.17599
2017-08-29,0.17211
2017-08-30,0.17479
2017-08-31,0.20135
2017-09-01,0.22446
2017-09-02,0.2134
2017-09-03,0.20407
2017-09-04,0.19986
2017-09-05,0.19283
2017-09-06,0.1911
2017-09-07,0.18847
2017-09-08,0.18739
2017-09-09,0.19381
2017-09-10,0.20991
2017-09-11,0.20261
2017-09-12,0.19454
2017-09-13,0.19387
2017-09-14,0.20232
2017-09-15,0.27969
2017-09-16,0.29321
2017-09-17,0.27484
2017-09-18,0.26306
2017-09-19,0.29057
2017-09-20,0.30777
2017-09-21,0.31023
2017-09-22,0.33642
2017-09-23,0.32689
2017-09-24,0.33956
2017-09-25,0.36334
2017-09-26,0.35379
2017-09-27,0.3432
2017-09-28,0.33294
2017-09-29,0.32455
2017-09-30,0.32225
2017-10-01,0.34797
2017-10-02,0.34199
2017-10-03,0.33923
2017-10-04,0.34488
2017-10-05,0.34678
2017-10-06,0.33442
2017-10-07,0.32406
2017-10-08,0.31405
2017-10-09,0.31433
2017-10-10,0.30937
2017-10-11,0.30207
2017-10-12,0.29466
2017-10-13,0.28755
2017-10-14,0.28359
2017-10-15,0.28352
2017-10-16,0.28465
2017-10-17,0.28171
2017-10-18,0.27542
2017-10-19,0.2694
2017-10-20,0.26594
2017-10-21,0.27553
2017-10-22,0.27123
2017-10-23,0.26679
2017-10-24,0.26142
2017-10-25,0.25777
2017-10-26,0.25119
2017-10-27,0.24845
2017-10-28,0.24592
2017-10-29,0.23976
2017-10-30,0.23776
2017-10-31,0.23845
2017-11-01,0.23652
2017-11-02,0.23567
2017-11-03,0.24456
2017-11-04,0.29224
2017-11-05,0.31998
2017-11-06,0.31051
2017-11-07,0.30444
2017-11-08,0.29939
2017-11-09,0.29814
2017-11-10,0.30763
2017-11-11,0.31124
2017-11-12,0.30806
2017-11-13,0.31407
2017-11-14,0.32193
2017-11-15,0.32404
2017-11-16,0.33606
2017-11-17,0.38362
2017-11-18,0.36861
2017-11-19,0.35806
2017-11-20,0.35151
2017-11-21,0.35229
2017-11-22,0.3717
2017-11-23,0.37851
2017-11-24,0.38231
2017-11-25,0.38139
2017-11-26,0.37706
2017-11-27,0.37953
2017-11-28,0.38034
2017-11-29,0.36831
2017-11-30,0.3611
2017-12-01,0.35733
2017-12-02,0.35397
2017-12-03,0.35457
2017-12-04,0.35815
2017-12-05,0.35363
2017-12-06,0.34973
2017-12-07,0.34643
2017-12-08,0.34394
2017-12-09,0.34306
2017-12-10,0.34289
2017-12-11,0.34296
2017-12-12,0.3407
2017-12-13,0.33956
2017-12-14,0.34103
2017-12-15,0.34165
2017-12-16,0.34129
2017-12-17,0.34163
2017-12-18,0.34124
2017-12-19,0.3403
2017-12-20,0.33961
2017-12-21,0.33976
2017-12-22,0.33826
2017-12-23,0.33692
2017-12-24,0.3358
2017-12-25,0.3352
2017-12-26,0.33295
2017-12-27,0.3316
2017-12-28,0.33159
2017-12-29,0.33062
2017-12-30,0.32967
2017-12-31,0.3288
2018-01-01,0.32742
2018-01-02,0.32785
2018-01-03,0.32917
2018-01-04,0.33044
2018-01-05,0.33
2018-01-06,0.32937
2018-01-07,0.32759
2018-01-08,0.3265
2018-01-09,0.33377
2018-01-10,0.37641
2018-01-11,0.36579
2018-01-12,0.35947
2018-01-13,0.36463
2018-01-14,0.35978
2018-01-15,0.35552
2018-01-16,0.35337
2018-01-17,0.35111
2018-01-18,0.35232
2018-01-19,0.35514
2018-01-20,0.35834
2018-01-21,0.35322
2018-01-22,0.34996
2018-01-23,0.34829
2018-01-24,0.3462
2018-01-25,0.34456
2018-01-26,0.34284
2018-01-27,0.34146
2018-01-28,0.34051
2018-01-29,0.34241
2018-01-30,0.3423
2018-01-31,0.34196
2018-02-01,0.34099
2018-02-02,0.34108
2018-02-03,0.34342
2018-02-04,0.35559
2018-02-05,0.37109
2018-02-06,0.37078
2018-02-07,0.36337
2018-02-08,0.35932
2018-02-09,0.35655
2018-02-10,0.35342
2018-02-11,0.34947
2018-02-12,0.34755
2018-02-13,0.34845
2018-02-14,0.34651
2018-02-15,0.34401
2018-02-16,0.34195
2018-02-17,0.34088
2018-02-18,0.33917
2018-02-19,0.33983
2018-02-20,0.33888
2018-02-21,0.33745
2018-02-22,0.33629
2018-02-23,0.33533
2018-02-24,0.33466
2018-02-25,0.33385
2018-02-26,0.33228
2018-02-27,0.33076
2018-02-28,0.32911
2018-03-01,0.32737
2018-03-02,0.32984
2018-03-03,0.33469
2018-03-04,0.3338
2018-03-05,0.33192
2018-03-06,0.33051
2018-03-07,0.3292
2018-03-08,0.3256
2018-03-09,0.32381
2018-03-10,0.3241
2018-03-11,0.32427
2018-03-12,0.32536
2018-03-13,0.32808
2018-03-14,0.34916
2018-03-15,0.38327
2018-03-16,0.36927
2018-03-17,0.36295
2018-03-18,0.35916
2018-03-19,0.35303
2018-03-20,0.34999
2018-03-21,0.34879
2018-03-22,0.3598
2018-03-23,0.41706
2018-03-24,0.4078
2018-03-25,0.40045
2018-03-26,0.3897
2018-03-27,0.38174
2018-03-28,0.37745
2018-03-29,0.37559
2018-03-30,0.37221
2018-03-31,0.38413
2018-04-01,0.39294
2018-04-02,0.39448
2018-04-03,0.38974
2018-04-04,0.37703
2018-04-05,0.37542
2018-04-06,0.40439
2018-04-07,0.42097
2018-04-08,0.42513
2018-04-09,0.41133
2018-04-10,0.40384
2018-04-11,0.41228
2018-04-12,0.41495
2018-04-13,0.40453
2018-04-14,0.38943
2018-04-15,0.38952
2018-04-16,0.40241
2018-04-17,0.39819
2018-04-18,0.38603
2018-04-19,0.38414
2018-04-20,0.39574
2018-04-21,0.39865
2018-04-22,0.39703
2018-04-23,0.39466
2018-04-24,0.39257
2018-04-25,0.39004
2018-04-26,0.38572
2018-04-27,0.38113
2018-04-28,0.37613
2018-04-29,0.36236
2018-04-30,0.35674
2018-05-01,0.3663
2018-05-02,0.36486
2018-05-03,0.36186
2018-05-04,0.354
2018-05-05,0.34086
2018-05-06,0.33234
2018-05-07,0.31899
2018-05-08,0.30654
2018-05-09,0.2979
2018-05-10,0.29604
2018-05-11,0.31206
2018-05-12,0.36408
2018-05-13,0.3841
2018-05-14,0.37662
2018-05-15,0.37166
2018-05-16,0.36907
2018-05-17,0.35896
2018-05-18,0.36132
2018-05-19,0.37056
2018-05-20,0.36742
2018-05-21,0.36449
2018-05-22,0.36079
2018-05-23,0.37335
2018-05-24,0.35855
2018-05-25,0.34131
2018-05-26,0.32447
2018-05-27,0.32976
2018-05-28,0.36547
2018-05-29,0.36565
2018-05-30,0.35262
2018-05-31,0.34766
2018-06-01,0.33464
2018-06-02,0.32519
2018-06-03,0.31149
2018-06-04,0.29757
2018-06-05,0.28573
2018-06-06,0.2757
2018-06-07,0.26981
2018-06-08,0.2604
2018-06-09,0.25345
2018-06-10,0.24531
2018-06-11,0.24275
2018-06-12,0.23754
2018-06-13,0.2318
2018-06-14,0.22586
2018-06-15,0.22709
2018-06-16,0.22535
2018-06-17,0.22632
2018-06-18,0.32178
2018-06-19,0.31266
2018-06-20,0.29707
2018-06-21,0.28135
2018-06-22,0.26663
2018-06-23,0.25592
2018-06-24,0.25292
2018-06-25,0.24572
2018-06-26,0.23517
2018-06-27,0.22614
2018-06-28,0.21679
2018-06-29,0.20901
2018-06-30,0.20898
2018-07-01,0.20739
2018-07-02,0.19804
2018-07-03,0.1939
2018-07-04,0.20425
2018-07-05,0.1961
2018-07-06,0.19111
2018-07-07,0.18863
2018-07-08,0.18649
2018-07-09,0.18787
2018-07-10,0.19526
2018-07-11,0.20786
2018-07-12,0.20309
2018-07-13,0.19899
2018-07-14,0.19281
2018-07-15,0.192
2018-07-16,0.19207
2018-07-17,0.20358
2018-07-18,0.19854
2018-07-19,0.18679
2018-07-20,0.18297
2018-07-21,0.18374
2018-07-22,0.20332
2018-07-23,0.23868
2018-07-24,0.22442
2018-07-25,0.21507
2018-07-26,0.22225
2018-07-27,0.21141
2018-07-28,0.20509
2018-07-29,0.20159
2018-07-30,0.19224
2018-07-31,0.18693
2018-08-01,0.1898
2018-08-02,0.19589
2018-08-03,0.21945
2018-08-04,0.21011
2018-08-05,0.20267
2018-08-06,0.19714
2018-08-07,0.19291
2018-08-08,0.18864
2018-08-09,0.18222
2018-08-10,0.17858
2018-08-11,0.17558
2018-08-12,0.17577
2018-08-13,0.17349
2018-08-14,0.17158
2018-08-15,0.17046
2018-08-16,0.16791
2018-08-17,0.19062
2018-08-18,0.18972
2018-08-19,0.19103
2018-08-20,0.18605
2018-08-21,0.19095
2018-08-22,0.21866
2018-08-23,0.27055
2018-08-24,0.25139
2018-08-25,0.24783
2018-08-26,0.23387
2018-08-27,0.2275
2018-08-28,0.23912
2018-08-29,0.22804
2018-08-30,0.21496
2018-08-31,0.20314
2018-09-01,0.19693
2018-09-02,0.19094
2018-09-03,0.18808
2018-09-04,0.18565
2018-09-05,0.18261
2018-09-06,0.1844
2018-09-07,0.18931
2018-09-08,0.18677
2018-09-09,0.18532
2018-09-10,0.18281
2018-09-11,0.17696
2018-09-12,0.17158
2018-09-13,0.17056
2018-09-14,0.16866
2018-09-15,0.16497
2018-09-16,0.16287
2018-09-17,0.16068
2018-09-18,0.15835
2018-09-19,0.15651
2018-09-20,0.15638
2018-09-21,0.15546
2018-09-22,0.15431
2018-09-23,0.14914
2018-09-24,0.14916
2018-09-25,0.15038
2018-09-26,0.1498
2018-09-27,0.14097
2018-09-28,0.13976
2018-09-29,0.13994
2018-09-30,0.1423
2018-10-01,0.14493
2018-10-02,0.14747
2018-10-03,0.18681
2018-10-04,0.23584
2018-10-05,0.32871
2018-10-06,0.30355
2018-10-07,0.29256
2018-10-08,0.29134
2018-10-09,0.29493
2018-10-10,0.31501
2018-10-11,0.31168
2018-10-12,0.31688
2018-10-13,0.32102
2018-10-14,0.32264
2018-10-15,0.31214
2018-10-16,0.30659
2018-10-17,0.3073
2018-10-18,0.30711
2018-10-19,0.30236
2018-10-20,0.29485
2018-10-21,0.28786
2018-10-22,0.28617
2018-10-23,0.30586
2018-10-24,0.31744
2018-10-25,0.30709
2018-10-26,0.30147
2018-10-27,0.29084
2018-10-28,0.28302
2018-10-29,0.27626
2018-10-30,0.27411
2018-10-31,0.27368
2018-11-01,0.2745
2018-11-02,0.28963
2018-11-03,0.30169
2018-11-04,0.29348
2018-11-05,0.29354
2018-11-06,0.28863
2018-11-07,0.28542
2018-11-08,0.28473
2018-11-09,0.28261
2018-11-10,0.27995
2018-11-11,0.27823
2018-11-12,0.27771
2018-11-13,0.27724
2018-11-14,0.27764
2018-11-15,0.27877
2018-11-16,0.28079
2018-11-17,0.28284
2018-11-18,0.28183
2018-11-19,0.28128
2018-11-20,0.28146
2018-11-21,0.28326
2018-11-22,0.28395
2018-11-23,0.28585
2018-11-24,0.29109
2018-11-25,0.29065
2018-11-26,0.29041
2018-11-27,0.29135
2018-11-28,0.29101
2018-11-29,0.29111
2018-11-30,0.29012
2018-12-01,0.29348
2018-12-02,0.29344
2018-12-03,0.29382
2018-12-04,0.29731
2018-12-05,0.29481
2018-12-06,0.29395
2018-12-07,0.29254
2018-12-08,0.2925
2018-12-09,0.29273
2018-12-10,0.29271
2018-12-11,0.29284
2018-12-12,0.29034
2018-12-13,0.29079
2018-12-14,0.2888
2018-12-15,0.28759
2018-12-16,0.28553
2018-12-17,0.28395
2018-12-18,0.28286
2018-12-19,0.28153
2018-12-20,0.2802
2018-12-21,0.27933
2018-12-22,0.27956
2018-12-23,0.27826
2018-12-24,0.27758
2018-12-25,0.27728
2018-12-26,0.27705
2018-12-27,0.27772
2018-12-28,0.27793
2018-12-29,0.28225
2018-12-30,0.28335
2018-12-31,0.28288
2019-01-01,0.2828
2019-01-02,0.28256
2019-01-03,0.28226
2019-01-04,0.28189
2019-01-05,0.28165
2019-01-06,0.28147
2019-01-07,0.28182
2019-01-08,0.28119
2019-01-09,0.28202
2019-01-10,0.28201
2019-01-11,0.28327
2019-01-12,0.2856
2019-01-13,0.28355
2019-01-14,0.28347
2019-01-15,0.28411
2019-01-16,0.28385
2019-01-17,0.28384
2019-01-18,0.28722
2019-01-19,0.28715
2019-01-20,0.28677
2019-01-21,0.28518
2019-01-22,0.28507
2019-01-23,0.28368
2019-01-24,0.28288
2019-01-25,0.28272
2019-01-26,0.28319
2019-01-27,0.28371
2019-01-28,0.28493
2019-01-29,0.28466
2019-01-30,0.28381
2019-01-31,0.2831
2019-02-01,0.28152
2019-02-02,0.27973
2019-02-03,0.28365
2019-02-04,0.29199
2019-02-05,0.29378
2019-02-06,0.29021
2019-02-07,0.28899
2019-02-08,0.28827
2019-02-09,0.28745
2019-02-10,0.28684
2019-02-11,0.28727
2019-02-12,0.28594
2019-02-13,0.285
2019-02-14,0.28471
2019-02-15,0.29185
2019-02-16,0.29014
2019-02-17,0.28705
2019-02-18,0.28524
2019-02-19,0.2834
2019-02-20,0.28287
2019-02-21,0.28239
2019-02-22,0.28163
2019-02-23,0.28074
2019-02-24,0.27963
2019-02-25,0.27829
2019-02-26,0.27765
2019-02-27,0.28166
2019-02-28,0.28494
2019-03-01,0.28582
2019-03-02,0.28398
2019-03-03,0.28203
2019-03-04,0.28063
2019-03-05,0.27987
2019-03-06,0.28011
2019-03-07,0.29028
2019-03-08,0.2897
2019-03-09,0.28787
2019-03-10,0.28516
2019-03-11,0.2832
2019-03-12,0.284
2019-03-13,0.28473
2019-03-14,0.28206
2019-03-15,0.2804
2019-03-16,0.27942
2019-03-17,0.28125
2019-03-18,0.28196
2019-03-19,0.28291
2019-03-20,0.2866
2019-03-21,0.2854
2019-03-22,0.28373
2019-03-23,0.28275
2019-03-24,0.28742
2019-03-25,0.28564
2019-03-26,0.28412
2019-03-27,0.31073
2019-03-28,0.34035
2019-03-29,0.34022
2019-03-30,0.32967
2019-03-31,0.32228
2019-04-01,0.31915
2019-04-02,0.31937
2019-04-03,0.35091
2019-04-04,0.37037
2019-04-05,0.38521
2019-04-06,0.39707
2019-04-07,0.3989
2019-04-08,0.40324
2019-04-09,0.41179
2019-04-10,0.4083
2019-04-11,0.39257
2019-04-12,0.38371
2019-04-13,0.37889
2019-04-14,0.37386
2019-04-15,0.41032
2019-04-16,0.42188
2019-04-17,0.41083
2019-04-18,0.40006
2019-04-19,0.40728
2019-04-20,0.41095
2019-04-21,0.41906
2019-04-22,0.41824
2019-04-23,0.41102
2019-04-24,0.40979
2019-04-25,0.41351
2019-04-26,0.40899
2019-04-27,0.41023
2019-04-28,0.40185
2019-04-29,0.38777
2019-04-30,0.38372
2019-05-01,0.37726
2019-05-02,0.36958
2019-05-03,0.36647
2019-05-04,0.38036
2019-05-05,0.38747
2019-05-06,0.38931
2019-05-07,0.38922
2019-05-08,0.39522
2019-05-09,0.38999
2019-05-10,0.38435
2019-05-11,0.3842
2019-05-12,0.38253
2019-05-13,0.37801
2019-05-14,0.369
2019-05-15,0.35972
2019-05-16,0.34831
2019-05-17,0.36215
2019-05-18,0.38139
2019-05-19,0.37731
2019-05-20,0.39094
2019-05-21,0.39039
2019-05-22,0.39822
2019-05-23,0.3889
2019-05-24,0.40047
2019-05-25,0.39995
2019-05-26,0.38654
2019-05-27,0.39223
2019-05-28,0.4037
2019-05-29,0.39935
2019-05-30,0.38514
2019-05-31,0.37622
2019-06-01,0.37365
2019-06-02,0.3682
2019-06-03,0.36096
2019-06-04,0.35267
2019-06-05,0.3422
2019-06-06,0.32645
2019-06-07,0.32028
2019-06-08,0.3331
2019-06-09,0.32608
2019-06-10,0.31073
2019-06-11,0.29801
2019-06-12,0.28615
2019-06-13,0.27796
2019-06-14,0.28283
2019-06-15,0.28458
2019-06-16,0.27521
2019-06-17,0.26539
2019-06-18,0.26537
2019-06-19,0.2583
2019-06-20,0.25091
2019-06-21,0.24899
2019-06-22,0.2462
2019-06-23,0.24472
2019-06-24,0.23956
2019-06-25,0.23778
2019-06-26,0.23301
2019-06-27,0.22459
2019-06-28,0.22015
2019-06-29,0.21235
2019-06-30,0.20687
2019-07-01,0.21632
2019-07-02,0.20584
2019-07-03,0.20316
2019-07-04,0.2119
2019-07-05,0.21981
2019-07-06,0.21372
2019-07-07,0.20789
2019-07-08,0.20311
2019-07-09,0.21332
2019-07-10,0.20429
2019-07-11,0.19662
2019-07-12,0.19437
2019-07-13,0.19857
2019-07-14,0.205
2019-07-15,0.20044
2019-07-16,0.198
2019-07-17,0.19594
2019-07-18,0.18812
2019-07-19,0.17779
2019-07-20,0.17495
2019-07-21,0.17153
2019-07-22,0.16906
2019-07-23,0.1708
2019-07-24,0.17179
2019-07-25,0.17796
2019-07-26,0.17675
2019-07-27,0.18318
2019-07-28,0.18504
2019-07-29,0.18432
2019-07-30,0.18568
2019-07-31,0.18181
2019-08-01,0.18667
2019-08-02,0.1932
2019-08-03,0.18443
2019-08-04,0.18199
2019-08-05,0.18672
2019-08-06,0.18337
2019-08-07,0.18754
2019-08-08,0.21607
2019-08-09,0.27581
2019-08-10,0.2525
2019-08-11,0.23437
2019-08-12,0.21958
2019-08-13,0.20995
2019-08-14,0.20123
2019-08-15,0.18663
2019-08-16,0.18318
2019-08-17,0.18173
2019-08-18,0.17652
2019-08-19,0.16914
2019-08-20,0.16356
2019-08-21,0.1607
2019-08-22,0.15642
2019-08-23,0.15414
2019-08-24,0.15151
2019-08-25,0.14493
2019-08-26,0.14279
2019-08-27,0.14121
2019-08-28,0.14183
2019-08-29,0.14402
2019-08-30,0.15733
2019-08-31,0.15705
2019-09-01,0.1567
2019-09-02,0.15187
2019-09-03,0.15305
2019-09-04,0.15521
2019-09-05,0.15366
2019-09-06,0.16147
2019-09-07,0.18336
2019-09-08,0.19219
2019-09-09,0.27746
2019-09-10,0.25608
2019-09-11,0.29839
2019-09-12,0.3031
2019-09-13,0.2786
2019-09-14,0.26302
2019-09-15,0.24761
2019-09-16,0.23617
2019-09-17,0.23493
2019-09-18,0.24185
2019-09-19,0.23146
2019-09-20,0.22956
2019-09-21,0.2753
2019-09-22,0.27256
2019-09-23,0.25821
2019-09-24,0.24434
2019-09-25,0.23383
2019-09-26,0.22665
2019-09-27,0.22129
2019-09-28,0.25984
2019-09-29,0.35933
2019-09-30,0.34323
2019-10-01,0.3283
2019-10-02,0.31938
2019-10-03,0.31153
2019-10-04,0.30426
2019-10-05,0.31283
2019-10-06,0.30485
2019-10-07,0.29832
2019-10-08,0.28916
2019-10-09,0.28079
2019-10-10,0.27869
2019-10-11,0.27752
2019-10-12,0.27355
2019-10-13,0.27089
2019-10-14,0.26938
2019-10-15,0.26225
2019-10-16,0.25746
2019-10-17,0.25259
2019-10-18,0.2596
2019-10-19,0.26153
2019-10-20,0.27448
2019-10-21,0.2728
2019-10-22,0.27978
2019-10-23,0.30385
2019-10-24,0.29757
2019-10-25,0.29065
2019-10-26,0.2959
2019-10-27,0.29409
2019-10-28,0.28836
2019-10-29,0.28673
2019-10-30,0.28462
2019-10-31,0.28353
2019-11-01,0.28275
2019-11-02,0.2829
2019-11-03,0.28279
2019-11-04,0.28512
2019-11-05,0.29378
2019-11-06,0.30353
2019-11-07,0.31008
2019-11-08,0.31105
2019-11-09,0.31215
2019-11-10,0.3085
2019-11-11,0.30427
2019-11-12,0.29885
2019-11-13,0.29757
2019-11-14,0.29762
2019-11-15,0.29863
2019-11-16,0.29591
2019-11-17,0.29265
2019-11-18,0.28962
2019-11-19,0.28894
2019-11-20,0.28963
2019-11-21,0.29301
2019-11-22,0.29065
2019-11-23,0.28887
2019-11-24,0.2874
2019-11-25,0.28628
2019-11-26,0.28854
2019-11-27,0.28731
2019-11-28,0.28639
2019-11-29,0.28558
2019-11-30,0.28485
2019-12-01,0.28351
2019-12-02,0.28289
2019-12-03,0.28223
2019-12-04,0.28037
2019-12-05,0.28008
2019-12-06,0.27755
2019-12-07,0.27672
2019-12-08,0.27865
2019-12-09,0.2822
2019-12-10,0.28118
2019-12-11,0.28207
2019-12-12,0.28137
2019-12-13,0.28233
2019-12-14,0.28157
2019-12-15,0.27895
2019-12-16,0.27902
2019-12-17,0.27864
2019-12-18,0.27686
2019-12-19,0.27684
2019-12-20,0.27613
2019-12-21,0.27546
2019-12-22,0.27498
2019-12-23,0.27353
2019-12-24,0.27256
2019-12-25,0.27379
2019-12-26,0.27353
2019-12-27,0.27078
2019-12-28,0.26949
2019-12-29,0.26898
2019-12-30,0.26926
2019-12-31,0.26716
2020-01-01,0.26672
2020-01-02,0.26707
2020-01-03,0.26747
2020-01-04,0.26659
2020-01-05,0.26562
2020-01-06,0.26537
2020-01-07,0.26468
2020-01-08,0.26381
2020-01-09,0.26382
2020-01-10,0.26297
2020-01-11,0.26211
2020-01-12,0.26182
2020-01-13,0.26115
2020-01-14,0.26024
2020-01-15,0.25986
2020-01-16,0.25989
2020-01-17,0.25934
2020-01-18,0.25947
2020-01-19,0.25918
2020-01-20,0.25945
2020-01-21,0.25962
2020-01-22,0.26069
2020-01-23,0.26082
2020-01-24,0.26027
2020-01-25,0.25992
2020-01-26,0.25912
2020-01-27,0.25688
2020-01-28,0.25509
2020-01-29,0.25435
2020-01-30,0.25294
2020-01-31,0.25368
2020-02-01,0.25349
2020-02-02,0.25322
2020-02-03,0.25316
2020-02-04,0.25233
2020-02-05,0.25163
2020-02-06,0.25202
2020-02-07,0.25358
2020-02-08,0.25393
2020-02-09,0.25281
2020-02-10,0.25207
2020-02-11,0.25155
2020-02-12,0.25133
2020-02-13,0.25076
2020-02-14,0.24958
2020-02-15,0.24817
2020-02-16,0.24761
2020-02-17,0.2475
2020-02-18,0.24688
2020-02-19,0.24752
2020-02-20,0.24878
2020-02-21,0.2486
2020-02-22,0.24733
2020-02-23,0.24599
2020-02-24,0.24475
2020-02-25,0.24441
2020-02-26,0.2432
2020-02-27,0.24253
2020-02-28,0.24185
2020-02-29,0.23983
2020-03-01,0.2377
2020-03-02,0.23741
